,title,event_date,collect_date,subject,tables,docs,vids,imgs,content
20,만화에서 웹툰까지,2016년 01월 01일,2016년 09월 09일 ~ 2016년 09월 30일,"예술 > 회화, 도화, 디자인",915,25,98,0,"근대 한국만화의 효시는 1909년 대한민보 창간호에 실린 이도영 화백의 시사만화이며, 1924년부터 조선일보에 연재된 노수현의 ‘멍텅구리 헛물켜기’는 서양의 신문연재만화의 컨벤션을 받아들인 최초의 작품이었다. 1945년 해방 이후에는 시사만화, 어린이만화, 만화잡지 등이 본격적으로 생겨났으며, 1948년 9월 15일 우리나라 최초의 만화잡지인 '만화행진'이 창간한다.
1950년대 후반, 만화를 저가로 빌려주는 만화방이 등장하게 하는데, 이 시기에 한국만화는 전통적 사극, 괴담만화, SF만화, 모험만화, 검술만화, 명량만화 등 다양한 장르로 분화되었다. 1961년 5·16 군사정변 이후 시작된 사전검열제도와 1966년 합동출판사의 독점체계는 만화시장을 위축시켰고, 만화는 명량만화와 성인만화라는 2가지 양상으로 발전하였다. 1960년~1970년대 박정희 정부는 만화를 밀수, 탈세, 도박, 마약, 폭력과 더불어 사회 6대악의 하나로 규정하였다. 이에 따라 만화는 사전검열과 심의를 받게 되었고, ‘만화 안보기 운동’과 ‘만화 불태우기 행사’가 열리기도 했다. 1980년부터 1990년대는 이현세의 공포의 외인구단으로 장편 서사만화의 붐이 일어난다. 이 시기에는 만화만을 수록하는 월간지 보물섬이 1982년 창간되었으며, 1988년에는 주간지 아이큐점프, 1991년 소년챔프가 창간된다. 아이큐점프와 소년챔프는 연재된 만화가 연재 종료 되면 단행본으로 출판하고, 인기투표로 순위집계하며 기자와 작품을 관리하는 일본식 만화시스템을 도입하였다. 일본식 만화시스템의 도입으로 주간 소년만화잡지를 축으로 잡지의 연령별 분화가 이루어졌다. 1990년 무한 경쟁하던 스포츠 신문 3사는 이름 있는 중견 만화가의 만화를 연재하게 되고 사람들은 신문으로 만화를 쉽게 접할 수 있게 된다. 1997년 11월에 터진 IMF로 그 동안의 왜곡된 시장에 적용된 일본식 만화시스템의 모순도 그대로 드러나게 되었으나 만화 연출기술도 발전하여 3차원을 보다 효과적으로 표현할 수 있는 다양한 쇼트와 앵글로 시도되었다. 칸과 칸의 연출을 통한 화면연출의 기법도 다양해졌으며 지면의 양도 늘어나 이야기 보다는 이미지를 중시하는 만화가 늘어났다. 만화는 다른 매체보다 가장 빠르게 디지털시대와 이미지 시대에 적응하게 되는데 90년대 후반부터 한국만화는 디지털 환경에 적응하며 인터넷을 기반으로 한 인기 만화가 등장한다.
웹툰은 인터넷을 뜻하는 웹(web)과 만화를 의미하는 카툰(cartoon)이 합쳐진 신조어로써 웹사이트에 게재된 세로로 긴 이미지 파일 형식의 만화를 뜻한다. 웹툰이 현재의 형식으로 자리 잡게 된 것에는 만화를 그리는 개인 블로거의 힘이 컸다. 이들은 자신의 홈페이지에 다이어리 형식의 웹툰을 연재하여 큰 인기를 끌었는데 <스노우캣>, <마린 블루스>, <파페포포 메모리즈> 등의 대표적인 작품이라고 할 수 있다. 포털 사이트 다음(Daum)이 2003년 <만화 속 세상>이라는 웹툰 연재 서비스를 개설한 것을 시작으로 대형 포털 사이트들이 웹툰 시장에 본격적으로 뛰어들게 되고, 웹툰은 또 다른 변화를 맞이하며 진화하게 되었다. 무선 인터넷이 되는 스마트폰이 활성화되면서 웹툰을 둘러싼 환경이 급격하게 변하기 시작하였고 웹툰이 흥행할 수 있게 되었다."
21,2016년 북한 4차 핵실험,2016년 01월 06일,2016년 01월 11일 ~ 2016년 01월 19일,사회과학 > 정치학,372,52,0,0,"2016년 1월 6일 북한은 수소폭탄 시험(4차 핵실험)에 성공했다고 밝혔다. 이에 대한민국 정부는 북한이 핵실험에 상응한 대가를 치르도록 동맹국과 긴밀히 협력해 안보리 차원의 추가제재 조치를 포함한 모든 조치를 하겠다고 밝혔다. 1월 7일 정부는 북한의 4차 핵실험을 비정상적 사태로 규정하고, 국제사회에 대한 약속과 의무를 정면으로 위배하였으며, 2015년 ‘8·25 남북합의’에 대한 중대한 위반이므로 1월 8일 정오부터 대북 확성기 방송을 전면 재기하기로 결정하였다고 발표하였다. 대북 확성기 방송은 비정상적인 사태가 발생하지 않는 한 군사분계선 일대의 모든 확성기 방송은 중단하기로 명시된 2015년 ‘8·25 남북합의’에 따라 중단되었다가 5개월 만에 다시 재개되었다."
22,"2017년 정유년, 새롭게 달라지는 제도",2017년 01월 01일,2017년 01월 05일 ~ 2017년 01월 09일,"사회과학 > 사회학, 사회문제",55,64,5,0,"2017년 정유년, 경제, 지방세제도, 부동산제도, 공무원 채용제도, 육아, 보육 정책, 스포츠 등 분야별로 바뀌는 제도들에 대해 수집한 사이트를 제공한다."
23,2018년 평창 동계올림픽대회,2018년 02월 09일 ~ 2018년 02월 25일,2007년 03월 20일 ~ 2018년 02월 25일,"예술 > 오락, 스포츠","1,067",135,181,8,2018 평창 동계올림픽 : 1988년 서울 올림픽 이후 30년 만에 평창에서 개최하는 제 23회 동계 올림픽
24,국립중앙도서관 운영 사이트,2017년 04월 11일,2017년 04월 11일 ~ 2017년 05월 11일,총류 > 문헌정보학,163,0,0,0,국립중앙도서관 운영 사이트 모음
25,2017년 국민이 뽑은 정부혁신 행정서비스 30선,2017년 04월 05일 ~ 2017년 04월 05일,2017년 04월 20일 ~ 2017년 04월 20일,사회과학 > 행정학,15,186,0,0,"2017년 4월 5일 행정자치부(장관 홍윤식)는 국민이 가장 사랑하는 대표적인 정부혁신 행정서비스 30선을 발표했다. 정부혁신 행정서비스 30선이란 국민의 삶을 더욱 편리하고 안락하게 만드는 데 기여한 정부의 혁신행정서비스 중 국민의 선택을 받은 30개의 서비스를 말한다. 전 행정기관(중앙부처‧자치단체‧교육청)과 공공기관이 제출한 대표적 정부혁신(정부3.0) 사례 670여 건을 대상으로 2017년 3월 15일부터 2017년 3월 28일 동안 전문가 심사와 국민투표(공식 누리집(govbrand30.kr)활용)를 병행하여 조사가 실시되었으며, 총 1만7천여 명이 조사에 참여하였다.

국민이 뽑은 정부혁신 행정서비스 30선은 브랜드 명 가나다순으로 다음과 같다.
<개인투약이력조회서비스, 고용복지센터, 공공데이터 포털, 긴급신고전화(112,119) 통합서비스, 농촌형 교통 선도모델 : 청송군 농어촌버스 미운행마을 「천원택시, 대한민국 구석구석, 드론을 활용한 산림재해 현장대응 강화, 마을변호사 제도, 문서 24, 민원24 ‘나의 생활정보’서비스, 보이스피싱 지킴이 “그놈목소리”, 서민자녀 생애주기별 맞춤형 교육지원 서비스, 서울시 심야콜버스, 성범죄자 알림e, 스마트119 상황관제시스템, 신고서미리채움(Pre-filled)서비스 : 연말정산 포함, 안전신문고, 운전면허 신체검사 간소화 서비스, 워크넷, 원문정보공개, 유실물정보 통합시스템 ‘Lost112’, 일사편리 : 부동산 행정정보 일원화, 정보3.0 수입물품 안전관리 협업검사, 정부3.0 안심상속 원스톱서비스, 정부3.0 행복출산 원스톱서비스, 취약계층 요금감면 원스톱서비스, 취업맞춤형 특기병제도, 통계로 찾은 ‘살고 싶은 우리동네’, 통합 연금포털, 화학재난합도방제센터>"
26,2015년 역사 교과서 국정화,2015년 10월 12일 ~ 2017년 05월 31일,2017년 05월 29일 ~ 2017년 06월 01일,역사 > 아시아,300,68,48,15,"2015년 10월 12일, 교육부는 2017년부터 중·고교 한국사(역사)교과서를 국정으로 발행한다고 공식 발표했다. 이어 11월 3일 현행 검정 체제에서 국정으로 바꾸는 ‘교과용 도서 구분안’을 확정 고시했다. 교육부는 국사편찬위원회를 편찬 기관으로 지정하고, 2015년 11월부터 1년간 교과서 제작에 들어가기로 계획했다."
27,2017년 19대 대통령 선거,2017년 05월 09일 ~ 2017년 05월 09일,2017년 02월 20일 ~ 2017년 05월 24일,사회과학 > 정치학,"1,646",238,582,35,임기가 2017년 5월 10일부터 2022년 5월 9일까지인 대한민국 제19대 대통령을 선출하는 대통령 선거가 2017년 5월 9일 화요일 실시되었다.
28,2016년 강남역 살인사건,2016년 05월 17일 ~ 2016년 05월 17일,2017년 06월 20일 ~ 2017년 07월 05일,"사회과학 > 사회학, 사회문제",342,13,20,1,"2016년 5월 17일 새벽 1시, 강남역 인근 상가 남녀공용화장실에서 20대 여성이 30대 남성 에게 흉기로 수차례 찔려 사망했다. 피해자의 지인이 피해자가 화장실에서 돌아오지 않자 화장실로 들어가 살해당한 피해자를 1시 25분경 발견하여 경찰에 신고했고 경찰은 오전 10시경 흉기를 소지한 피의자 김씨를 검거했다."
29,2017년 국제회의 및 컨퍼런스,2017년 01월 01일 ~ 2017년 12월 31일,2017년 10월 20일 ~ 2017년 11월 19일,"총류 > 일반 학회, 단체, 협회, 기관, 연구기관",122,76,14,3,"국내에서 개최되는 국제회의나 학회나 단체가 개최하는 국제 학술회의, 국제 포럼, 국제 심포지엄, 엑스포, 박람회, 세미나 등을 소개하는 웹사이트와 웹자료를 수집하여 제공한다."
30,2016년 10대 뉴스,2016년 01월 01일 ~ 2016년 12월 31일,2016년 12월 16일 ~ 2016년 12월 30일,"총류 > 신문, 저널리즘",294,14,0,0,"매년 연말이 되면 주요 언론 및 정부기관, 지방자치단체, 각종 단체에서는 한 해를 정리하는 의미에서 국내외 사건, 인물을 비롯한 각 분야에서의 화제가 되었던 뉴스를 선정하여 10대 뉴스로 발표하였다. 2016년 언론이 뽑은 국내 10대 뉴스에는 최순실 국정농단 파문과 박근혜 대통령 탄핵, 촛불집회, 경주 지진, 4.13 총선, 김영란법 시행, 조선업 구조조정, 알파고-이세돌 대국, 사드 배치, 강남역 살인사건 등의 뉴스가 선정되었다."
31,2017년 김정남 피살사건,2017년 02월 13일 ~ 2017년 02월 13일,2017년 02월 20일 ~ 2017년 05월 22일,사회과학 > 정치학,91,13,22,10,"2017년 2월 13일 오전 9시경(현지시간), 故 김정일 북한 국방위원장의 장남이자 현 김정은 북한 노동당 위원장의 이복형 김정남 씨가 말레이시아의 쿠알라룸푸르 국제공항에서 여성 2명에 의해 피살된 사건이다. 김정남은 극심한 어지럼증과 두통을 호소하며 안내 데스크에 도움을 요청했으나 곧이어 도착한 구급차에 실려 병원으로 가던 중 사망했다. 용의자 여성들은 김정남을 공격한 뒤 택시를 타고 도주했으나, 말레이시아 경찰은 사건 발생 3일째인 2월 15일 베트남 출신 도안 티 흐엉과 말레이시아 음식 공급자인 무하메드 잘라루딘을 체포했으며, 16일에는 인도네시아 출신의 시티 아이샤를 검거했다. 특히 2월 17일에는 쿠알라룸푸르 인근 아파트에 숨어 있던 사건 용의자인 북한 국적의 리정철을 체포했다."
32,2017년 북한 6차 핵실험,2017년 09월 03일 ~ 2017년 09월 03일,2017년 09월 11일 ~ 2017년 09월 29일,사회과학 > 정치학,111,9,9,0,"2017년 9월 3일 북한은 6차 핵실험을 단행하고 오후 3시 30분, 북한의 조선중앙티브이 매체를 통해 ICBM 장착용 수소탄 시험에 성공했다고 밝혔다. 기상청은 북한 함경북도 길주군 풍계리 인근지역에서 낮 12시 29분께 대규모 폭발에 의한 인공지진으로 추정되는 5.7 규모의 진동이 감지됐다며 북한의 핵실험 사실을 확인했다. 기상청은 이번 북한 핵실험의 규모가 최소 TNT 환산량 50kt이라고 추정했고, 외신들은 미국 지질조사국의 발표를 인용해 100kt 정도로 추정했다."
33,2017년 반핵·탈핵 운동,2017년 06월 19일,2017년 07월 18일 ~ 2017년 09월 29일,사회과학 > 사회과학,470,115,109,6,"1. 개요

반핵 운동(Anti-nuclear movement) 또는 탈핵 운동은 핵에너지의 사용에 반대하는 사회 운동이다. 여기에는 핵무기와 열화우라늄을 이용한 무기, 핵에너지를 이용해 전기와 동력을 생산하는 행위, 방사성 동위원소를 이용하는 행위에 반대하는 것이 포함된다."
34,2017년 푸드 포비아(살충제 계란 파동),2017년 08월 14일,2017년 08월 30일 ~ 2017년 09월 29일,"사회과학 > 사회학, 사회문제",186,12,18,5,"푸드 포비아(Food Phobia)란 일명 먹거리 공포증으로, 해로운 성분으로 오염된 음식에 대한 공포증을 의미한다.

2016년 9월, 4세 유아가 햄버거를 먹고 일명 ‘햄버거병’으로 불리는 용혈성 요독증후군에 걸렸다고 주장하여 논란이 된 사건, 간염 소시지 등 한국 사회에서는 안전을 위협하는 먹거리로 인해 소비자들의 먹거리에 대한 불신이 커지고 불안이 확대되었다.

특히, 살충제 계란 파동은 2017년 7월 유럽에서 살충제 성분인 피프로닐에 오염된 계란과 가공식품이 유통된 사건 이후 8월 국산 계란에서도 유독성 살충제 성분이 검출되면서 큰 파장을 일으켰다.

8월 14일 농림축산식품부가 친환경 산란계 농장을 대상으로 실시한 일제 잔류농약 검사에서 허용 기준(피프로닐 0.02ppm, 비펜트린 0.01ppm)을 초과한 피프로닐과 비펜트린 성분이 검출되었다.(피프로닐 최대 0.0763ppm, 비펜트린 0.0157ppm) 이에 8월 15일부터 전국 모든 산란계 농장의 계란 출하를 전격 중단하고 전수검사한 결과, 1,430곳의 산란계 농장 중 52개(친환경 농가 31개, 일반 농가 21개)에서 피프로닐, 비펜트린, 플루페녹수론 등 유독성 살충제 성분이 검출되었다. 이에 농식품부는 해당 농장의 계란을 전량 폐기하고 8월 18일, 살충제 및 항생제 등 약품 관리 강화, 2019년까지 계란과 닭고기에도 축산물 이력제를 도입하는 등의 내용을 담은 종합대책을 발표했다."
35,2016년 백남기 농민 사망,2016년 09월 25일 ~ 2016년 09월 25일,2017년 08월 07일 ~ 2017년 08월 30일,"사회과학 > 사회학, 사회문제",288,25,25,24,"2015년 11월 14일, 광화문 앞에서 열린 1차 민중총궐기 대회 현장에서 경찰이 쏜 물대포를 맞고 농민 백남기 씨가 쓰러졌다. 백 씨는 박근혜 전 대통령의 공약인 쌀 수매가 인상을 촉구하기 위해 참석하였다가 변을 당하였다. 백남기 농민 가족과 전국농민회총연맹 등은 경찰 과잉진압에 의한 사건으로 보고 당시 경찰청장 등 7명을 살인미수 혐의로 검찰에 고발하였으나 경찰 측은 ‘백 씨가 살수차의 살수에 맞아 외상성 경막하출혈이라는 부상을 입은 것은 인정하지만 불법시위를 진압하기 위한 정당한 직무집행’이라며 사과를 거부하였다. 박근혜 전 대통령 역시 당시 중태였던 백남기 씨에 대한 언급을 피하였고 이에 2015년 11월 24일, ‘생명과 평화의 일꾼 백남기 농민의 쾌유와 국가폭력 규탄 범국민대책위원회’가 발족하였다."
36,2016년 트럼프 미 대통령 당선,2016년 11월 09일 ~ 2016년 11월 09일,2017년 11월 09일 ~ 2017년 09월 06일,사회과학 > 정치학,61,11,3,0,"2016년 11월 9일, 도널드 트럼프가 미국의 제 45대 대통령으로 당선되었다. 공화당 후보로는 28년만에 전국 2,600여 개 카운티에서 총 304명의 선거인단을 확보, 총 득표수 62,979,636표(46.1%)를 기록하며 승리를 거두었다. 경쟁 후보인 민주당의 힐러리 클린턴은 선거인단 227개 확보, 총 득표수 65,844,610표(48.2%)로 득표수에서는 앞섰지만 선거인단에서 뒤쳐져 패배하였다. 자유당 게리 존슨 후보는 3%, 녹색당의 질 스타인 후보는 1%를 득표했다."
37,2017년 고고도미사일방어체계(사드•THAAD) 배치,2017년 04월 26일,2017년 07월 06일 ~ 2017년 09월 29일,사회과학 > 정치학,517,0,0,0,"2016년 9월 30일, 국방부가 주한미군의 사드((THAAD·고고도 미사일 방어 체계) 배치 부지를 경북 성주군 초전면 성주골프장(달마산)으로 확정한 이후로 2017년 4월 26일, 주한미군은 발사대 2기와 X-밴드 레이더를 해당 부지에 전격 배치하였다. 국방부는 이날 ‘고도화되고 있는 북핵미사일 위협에 대비해 사드 체계의 조속한 작전운용 능력을 확보하기 위해 일부 전력을 우선 배치한 것‘이라는 입장을 밝혔다."
38,2018년 평창 동계패럴림픽대회,2018년 03월 09일 ~ 2018년 03월 18일,2018년 02월 09일 ~ 2018년 03월 24일,"예술 > 오락, 스포츠",466,30,77,14,"2018년 평창 동계패럴림픽대회는 대한민국 강원도 평창에서 2018년 3월 9일부터 3월 18일까지 10일간 개최되었다. 1988년 서울 패럴림픽 이후 30년 만에 이루어지는 최초의 동계패럴림픽으로 알파인 스키, 바이애슬론, 크로스컨트리, 스노보드의 4개 설상 종목과 아이스하키, 휠체어 컬링 2개의 빙상 종목의 경기가 열렸다.

- 대회일정: 2018.03.09(금) ~ 18(일)
- 개최지: 대한민국 평창, 강릉, 정선
- 대회규모 : 50개국 1,400여명, 6개 종목
- 2018 대회결과 : 1위 - 미국 (대한민국 - 16위)
- 경기종목 : 알파인 스키, 바이애슬론, 크로스컨트리 스키, 아이스하키, 스보노드, 휠체어컬링"
39,"2018년 황금 개띠 해, 새롭게 달라지는 제도",2018년 01월 01일 ~ 2018년 01월 11일,2018년 01월 02일 ~ 2018년 01월 11일,"사회과학 > 사회학, 사회문제",65,0,0,0,"2018년 황금 개띠 해 무술년에, 지역별, 분야별로 새롭게 바뀌는 제도들에 대해 수집한 웹자원을 제공한다.

무엇보다 올해부터 시간당 최저임금이 2017년 6천470원에서 16.4% 오른 7천530원이 된다. 또한 1월부터 병사 봉급이 병장 기준으로 21만6천 원에서 40만5천700원으로 인상되며, 2018년도 어린이집 누리 과정비 전액 국고로 지원된다.

산림청에서는 수목에 대한 전문화된 진료체계를 구축하기 위해 나무의사만이 나무병원을 설립하여 수목진료를 할 수 있도록 나무의사 자격제도를 도입하기로 했다.

이외에도 유해화학물질 취급시설 가동 중단 신고 의무화되고, 그동안 만 25세 이상의 단독세대주에게만 지원되던 버팀목전세 지원이 19세 이상 청년에게도 허용된다. 기획재정부에서는 이렇듯 2018년 32개 정부부처별로 달라지는 주요 제도 및 법규사항을 12개 분야 239건으로 엮어 책자로 발간했다."
40,2018 남북정상회담,2018년 04월 10일 ~ 2018년 05월 11일,2018년 04월 10일 ~ 2018년 05월 11일,사회과학 > 정치학,"1,582",21,82,49,"문재인 대통령은 2017년 7월 6일 독일 쾨르버재단에서 ‘베를린 구상’을 발표하여 한반도 평화 추구, 항구적 평화체제 구축 등을 포함한 5대 정책 방향을 공개했다. 이를 위해 북한에 이산가족 상봉 재개, 평창 올림픽의 평화적 참여, 적대행위 중단, 남북 당국 간의 대화 재개 등 4대 과제를 제안했다. 이에 북한 김정은 국무위원장이 신년사에서 평창동계올림픽 참가 의사를 밝혔고, 올림픽에서 단일팀이 결성되고 북한 고위급 대표단이 방문하는 등 해빙 분위기가 조성되었다. 2018년 4월 27일 문재인 대통령과 김정은 국무위원장은 판문점에서 만나 남북관계 발전 및 한반도 항구적 평화 구축 문제에 대해 논의하였다. 두 정상은 논의한 내용을 ‘판문점 선언’ 으로 발표하였다. 판문점 선언에는 민족공동행사 추진 및 고위급회담 등 각 분야의 회담 개최, 이산가족 상봉 진행, 경의선과 동해선 철도 연결 및 현대화, 적대행위 중지, 종전선언 추진, 완전한 비핵화 등의 내용이 포함되었다."
41,미투 캠페인,2018년 01월 29일 ~ 2018년 04월 09일,2018년 04월 02일 ~ 2018년 04월 09일,"사회과학 > 사회학, 사회문제",753,11,46,10,"미투 캠페인(#Me Too)은 성폭력 피해 사실을 SNS에 고발하는 캠페인으로서, 2006년 미국 사회운동가인 타라나 버크가 처음 사용한 문구를 2017년 영화배우 알리사 밀라노가 제안하여 전 세계로 확산되었다. 한국에서는 #OO계_내_성폭력 등의 해시태그 운동으로 이어져오던 성폭력 고발 움직임은, 2018년 1월 29일 서지현 검사가 검찰 내부통신망에 법무부와 검찰 고위 간부로부터 성추행을 당하고 인사 불이익을 받았다는 사실을 폭로하며 본격적으로 촉발되었다. 이후 국회의원, 항공사 승무원, 대학교수, PD, 시인, 연극인 등 각계각층의 인사들이 자신이 당한 성폭력 피해 사실을 밝혀 사회에 큰 파장이 일었다. SNS상에서는 피해자들의 고백을 지지하는 움직임이 잇따랐다. 정부에서는 각 부처에서 성범죄 특별대책 TF를 열고 신고센터를 운영해 성범죄 피해 사실을 접수받는 등의 조치가 있었으며, 국회에서는 ‘여성폭력방지 기본법안’ 과 ‘미투응원법’ 등 성폭력 피해자 지원 및 가해자 처벌에 관한 법안이 발의되었다.

<출처>
- 국가인권위원회 홈페이지 (https://www.humanrights.go.kr/)
- 여성가족부 홈페이지 (http://www.mogef.go.kr/)
- 고용노동부 홈페이지 (http://www.moel.go.kr/)
- 한국여성민우회 홈페이지 (http://www.womenlink.or.kr/)"
42,6.13 지방선거,2018년 06월 13일 ~ 2018년 06월 15일,2018년 06월 05일 ~ 2018년 06월 15일,사회과학 > 정치학,298,2,22,31,"지방자치단체장 및 지방의회 의원을 선출하는 제7회 전국동시지방선거가 2018년 6월 13일 수요일 실시되었다. 투표율은 60.2%로 선거인 34,184,788명 중 25,832,076명이 투표하였으며, 이는 제6회 지방선거(56.8%)보다 3.4% 높은 수치고 제1회 지방선거(68.4%) 이후 역대 두 번째로 높은 수치다. 서울시장에는 더불어민주당 박원순 후보가 3선에 성공했으며, 경기도에는 이재명 전 성남시장이 더불어민주당 후보로 나서 당선되었다. 여당인 더불어민주당은 광역단체장 9석 및 기초단체장 151석 등을 얻어 대승을 거둔 반면, 제1야당인 자유민주당은 광역단체장 2석과 기초단체장 53석 등을 얻는 데 그쳐 참패하였다."
43,2018 북미정상회담,2018년 06월 12일 ~ 2018년 07월 23일,2018년 06월 05일 ~ 2018년 07월 23일,사회과학 > 정치학,669,4,118,18,"도날드 트럼프 미국 대통령과 김정은 북한 국무위원장이 2018년 6월 12일 싱가포르 센토사 섬에서 회담하였다. 2000년 빌 클린턴 미국 대통령과 김정일 국방위원장의 정상회담이 추진되었다가 무산된 이후로, 북한과 미국의 지도자가 만나 회담한 것은 사상 최초의 일이다. 당초 북미정상회담은 5월 24일 트럼프 대통령이 취소 의사를 밝히면서 무산되는 듯 했다. 그러나 김계관 북한 외무성 제1부상이 북한 당국은 여전히 북미대화에 의지가 있다는 내용의 담화문을 발표하고, 26일 남북정상회담에서 문재인 대통령이 판문점을 방문하여 북한이 비핵화를 이행하면 경제협력을 할 용의가 있다는 트럼프 대통령의 의사를 전달하며 다시 대화 분위기가 조성되었다. 두 정상은 6월 12일 만나 한반도 비핵화와 북미관계 정상화, 한반도 평화체제 구축, 미군 유해 송환 등의 4개 조항에 합의하고 후속 회담을 열어 이행 방안을 검토하기로 했다."
44,풍계리 핵실험장 폐기,2018년 05월 24일 ~ 2018년 06월 14일,2018년 06월 05일 ~ 2018년 06월 14일,사회과학 > 정치학,293,5,15,34,"2018년 5월 24일 북한이 ‘판문점선언’에서 합의한 비핵화 조치 이행의 첫걸음으로 풍계리 핵실험장의 갱도를 폭파했다. 풍계리핵실험장은 북한이 2006년부터 2017년 9월까지 6차례 핵실험을 실시해온 장소다. 북한은 이날 오전 11시 2번 갱도와 관측소를, 오후 2시 17분 4번 갱도를, 오후 4시 2분엔 3번 갱도를 폭파하였다. 이날 폭파 현장에는 한국·미국·중국·영국·러시아 등 5개국의 취재진이 참관하였다. 정부는 북한의 핵실험장 폐기를 완전한 비핵화를 위한 의미있는 첫 조치로 평가하고, 북미정상회담의 성공적 개최를 지원하고 ‘판문점 선언’에 명시된 한반도의 완전한 비핵화 및 항구적 평화 정착을 위해 외교적 노력을 다할 것을 다짐하였다."
45,2018 FIFA 러시아 월드컵,2018년 06월 14일 ~ 2018년 07월 15일,2018년 06월 22일 ~ 2018년 07월 17일,"예술 > 오락, 스포츠",560,7,107,60,"2018년 FIFA 월드컵이 6월 14일부터 7월 15일까지 러시아에서 개최되었다. 본선에 참가한 32개국이 조별리그 8개조로 나뉘어 11개 도시 12개 경기장에서 맞붙어 상위 2개팀이 16강에 진출하고, 여기서 다시 결선 토너먼트를 진행해 우승팀을 가렸다. 모스크바 루즈니키 스타디움에서 열린 결승전에서 프랑스가 크로아티아를 4:2로 꺾고 20년 만에 우승을 차지했다. 최우수선수를 지칭하는 골든볼은 크로아티아의 주장 루카 모드리치, 득점왕을 지칭하는 골든부츠는 6골을 득점한 잉글랜드의 해리 케인이 수상하였다. 만 21세 이하 선수에게 주어지는 영플레이어상은 프랑스의 킬리안 음바페에게 돌아갔다. 조별리그 F조에 배정된 한국은 1승 2패 승점 3, 3득점 3실점으로 3위를 차지해 16강 진출에 실패했으나 카잔에서 세계랭킹 1위인 독일을 2-0으로 꺾는 이변을 연출했다."
46,문화자원,2018년 07월 23일,2018년 07월 23일 ~ 2018년 07월 27일,역사 > 아시아,220,5,1,25,"문화자원이란 원래 고고문화재에 한정적으로 사용되는 단어였으나 요즘은 문화재 일반, 나아가 문화시설, 문화콘텐츠 등을 지칭하기도 하는 말로 쓰이고 있다. 문화자원은 유형·무형의 여러 요소로 특정 문화를 대표하거나 혹은 가치있는 것으로 평가되며 특정 문화에 대해 여러 정보를 담고 있다. 국보나 명승고적 외에도 극장, 공공도서관 등의 문화 관련 시설도 문화자원에 포함될 수 있으며, 음악·축제·공연·영화·만화·드라마 등 무형의 문화 관련 자산들 역시 문화자원의 일부에 속한다."
47,2019년 최저임금 인상,2018년 07월 26일 ~ 2018년 08월 21일,2018년 08월 17일 ~ 2018년 08월 21일,사회과학 > 경제학,298,33,5,13,"2018년 7월 14일 최저임금위원회에서 2019년 최저임금이 8,350원으로 결정되었다. 2018년의 7,530원에서 10.9% 증가한 수치로, 한 달을 일할 경우 최소 월급은 1,745,150원이다. 당초 노동계는 2019년 최저임금으로 1만 790원, 경영계는 7,530원 동결을 요구했다. 노동계는 최저임금 산입범위 확대와 문재인 대통령의 최저임금 1만원 공약 달성 필요를 이유로 들었고, 경영계는 중소기업과 소상공인의 부담 완화 필요를 이유로 들었다. 사용자위원 없이 진행된 제15차 전원회의에서 노동자위원 측은 8,680원, 공익위원 측은 8,350원을 최종적으로 제시했고 공익위원 안이 가결되었다. 최저임금 결정 직후 소상공인연합회·중소기업중앙회 등의 경제 단체에서는 정당성이 없는 결정이며 일자리 감소와 양극화 심화가 예상된다는 우려를 표명하였고, 한국노총·민주노총·참여연대 등 노동 및 시민단체에서는 기대에 못 미친 상승 폭이라는 유감의 뜻을 밝혔다."
48,제18회 자카르타·팔렘방 아시안게임,2018년 08월 18일 ~ 2018년 09월 02일,2018년 08월 17일 ~ 2018년 09월 03일,"예술 > 오락, 스포츠","1,000",5,14,82,"제18회 아시안게임은 2018년 8월 18일부터 9월 2일까지 인도네시아 자카르타와 팔렘방에서 개최되었다. 아시아 45개국에서 11,300여명의 선수단이 출전하였으며, 40개 종목에서 465개의 메달이 시상되었다. e스포츠가 최초로 시범종목으로 진행되어 ‘리그 오브 레전드’ 등 6개 세부종목의 경기가 열렸다. 한국은 39개 종목에 1044명의 선수단을 파견했으며, 카누 드래곤보트·조정·여자농구 등 3개 종목에서 남북단일팀을 결성해 출전하였다. 중국이 금메달 132개 등 도합 289개의 메달을 획득해 종합 1위에 올랐고, 한국은 금메달 49개 등 도합 177개의 메달을 획득해 일본에 이어 3위를 기록했다."
49,제21차 이산가족 상봉,2018년 08월 20일 ~ 2018년 08월 29일,2018년 08월 22일 ~ 2018년 08월 29일,사회과학 > 정치학,349,6,6,23,"제21차 이산가족상봉행사가 2018년 8월 20일부터 8월 22일까지 금강산에서 열렸다. 이번에 열리는 이산가족상봉행사는 2015년 10월 이후 2년 10개월 만이다. 이산가족들은 첫 날 저녁 북측에서 주최하는 환영만찬에 참석한 뒤, 다음 날 오전 3시간 동안 개별상봉, 오후 2시간 동안 단체상봉으로 가족과 함꼐 시간을 보냈다. 마지막 날인 22일에는 작별상봉 및 공동식사가 진행되었다. 남북은 인도적 민간 교류를 활성화하고 빠른 시일 내에 금강산 이산가족 상설면회소를 개설하는 데 합의하였다."
