,종점,노선ID,노선번호,노선유형,기점
6874,용덕,TSB279000316,321,농어촌(일반)버스,진천종합터미널
6875,진천신협,TSB279000317,321,농어촌(일반)버스,용진
6876,광혜원시외버스터미널,TSB279000320,130,농어촌(일반)버스,혁신도시공용터미널
6877,혁신도시공용터미널,TSB279000321,130,농어촌(일반)버스,광혜원시외버스터미널
6878,신척리(홍개),TSB279000322,182,농어촌(일반)버스,혁신도시공용터미널
6879,혁신도시공용터미널,TSB279000323,182,농어촌(일반)버스,신척리(홍개)
6880,옹암,TSB279000324,83,농어촌(일반)버스,진천종합터미널
6881,진천종합터미널,TSB279000325,83,농어촌(일반)버스,관둘
6882,소강정,TSB279000326,215,농어촌(일반)버스,진천종합터미널
6883,진천종합터미널,TSB279000327,215,농어촌(일반)버스,소강정
6884,기지마을,TSB279000328,180,농어촌(일반)버스,혁신도시공용터미널
6885,혁신도시공용터미널,TSB279000329,180,농어촌(일반)버스,기지마을
6886,신척리(홍개),TSB279000330,530,농어촌(일반)버스,진천종합터미널
6887,진천신협,TSB279000331,530,농어촌(일반)버스,신척리(홍개)
6888,용사마을,TSB279000332,91,농어촌(일반)버스,진천종합터미널
6889,진천신협,TSB279000333,91,농어촌(일반)버스,용사마을
6890,대소시장입구,TSB279000334,907,농어촌(일반)버스,무극버스터미널
6891,무극버스터미널,TSB279000335,907,농어촌(일반)버스,대소시장입구
6892,중리,TSB279000336,151,농어촌(일반)버스,진천종합터미널
6893,진천종합터미널,TSB279000337,151,농어촌(일반)버스,중리
6894,삼성,TSB279000338,775,농어촌(일반)버스,무극버스터미널
6895,무극버스터미널,TSB279000339,775,농어촌(일반)버스,삼성
6896,증평군청,TSB279000340,202,농어촌(일반)버스,진천종합터미널
6897,진천신협,TSB279000341,202,농어촌(일반)버스,증평군청
6898,대소버스공동정류장,TSB279000342,927,농어촌(일반)버스,무극버스터미널
